date;state;epidemiological_week_2019;epidemiological_week_2020;deaths_indeterminate_2020;deaths_respiratory_failure_2020;deaths_others_2020;deaths_pneumonia_2020;deaths_septicemia_2020;deaths_total_2020
19/11/2020;RJ;47;47;1668;9290;68880;20330;19090;143011
20/11/2020;RJ;47;47;1672;9322;69080;20381;19155;143468
21/11/2020;RJ;47;47;1676;9354;69275;20449;19217;143918
22/11/2020;RJ;47;48;1685;9372;69492;20514;19282;144382
23/11/2020;RJ;47;48;1690;9399;69713;20579;19353;144872
24/11/2020;RJ;48;48;1698;9422;69914;20631;19396;145317
25/11/2020;RJ;48;48;1705;9449;70122;20699;19462;145798
26/11/2020;RJ;48;48;1710;9467;70315;20758;19533;146267
27/11/2020;RJ;48;48;1718;9497;70521;20827;19596;146751
28/11/2020;RJ;48;48;1726;9522;70716;20894;19647;147218
29/11/2020;RJ;48;49;1731;9551;70935;20962;19711;147709
30/11/2020;RJ;48;49;1743;9567;71158;21025;19773;148213
01/12/2020;RJ;49;49;1748;9605;71373;21097;19826;148723
02/12/2020;RJ;49;49;1752;9628;71584;21155;19887;149227
03/12/2020;RJ;49;49;1759;9656;71790;21215;19938;149743
04/12/2020;RJ;49;49;1770;9689;72014;21281;19988;150272
05/12/2020;RJ;49;49;1779;9710;72247;21363;20055;150813
06/12/2020;RJ;49;50;1785;9728;72430;21445;20112;151311
07/12/2020;RJ;49;50;1795;9749;72649;21519;20164;151833
08/12/2020;RJ;50;50;1803;9774;72868;21592;20228;152376
09/12/2020;RJ;50;50;1806;9801;73055;21650;20292;152894
10/12/2020;RJ;50;50;1812;9831;73262;21701;20347;153392
11/12/2020;RJ;50;50;1818;9869;73472;21758;20401;153955
12/12/2020;RJ;50;50;1824;9898;73700;21820;20463;154508
13/12/2020;RJ;50;51;1835;9928;73905;21879;20514;155032
14/12/2020;RJ;50;51;1841;9950;74136;21936;20583;155617
15/12/2020;RJ;51;51;1846;9979;74354;22020;20656;156228
16/12/2020;RJ;51;51;1859;10004;74604;22090;20723;156836
17/12/2020;RJ;51;51;1861;10030;74838;22153;20783;157428
18/12/2020;RJ;51;51;1869;10048;75081;22218;20846;158004
19/12/2020;RJ;51;51;1876;10069;75317;22289;20914;158594
20/12/2020;RJ;51;52;1881;10101;75561;22360;20970;159194
21/12/2020;RJ;51;52;1893;10129;75776;22431;21014;159749
22/12/2020;RJ;52;52;1899;10159;75998;22496;21068;160314
23/12/2020;RJ;52;52;1903;10181;76175;22551;21130;160813
24/12/2020;RJ;52;52;1910;10203;76383;22611;21175;161333
25/12/2020;RJ;52;52;1919;10230;76591;22667;21214;161842
26/12/2020;RJ;52;52;1925;10249;76805;22718;21253;162342
27/12/2020;RJ;52;53;1931;10265;76970;22762;21302;162779
28/12/2020;RJ;52;53;1940;10290;77129;22802;21330;163176
29/12/2020;RJ;1;53;1941;10312;77227;22827;21355;163434
30/12/2020;RJ;1;53;1943;10313;77265;22837;21362;163506
31/12/2020;RJ;1;53;1943;10313;77265;22837;21362;163506
01/01/2020;RN;1;1;0;2;21;4;11;38
02/01/2020;RN;1;1;1;6;46;12;14;80
03/01/2020;RN;1;1;2;8;68;16;19;114
04/01/2020;RN;1;1;2;12;90;21;24;150
05/01/2020;RN;1;2;2;14;107;30;33;187
06/01/2020;RN;2;2;2;15;128;38;42;226
07/01/2020;RN;2;2;2;20;142;47;46;258
08/01/2020;RN;2;2;2;21;171;54;60;309
09/01/2020;RN;2;2;3;23;190;60;66;343
10/01/2020;RN;2;2;3;30;218;66;71;389
11/01/2020;RN;2;2;3;34;240;72;75;425
12/01/2020;RN;2;3;3;36;263;79;81;463
13/01/2020;RN;3;3;3;39;288;87;90;508
14/01/2020;RN;3;3;3;42;317;96;95;554
15/01/2020;RN;3;3;3;42;351;101;104;602
16/01/2020;RN;3;3;4;45;374;108;105;637
17/01/2020;RN;3;3;4;48;391;115;111;670
18/01/2020;RN;3;3;4;50;419;119;114;707
19/01/2020;RN;3;4;4;57;449;135;118;764
20/01/2020;RN;4;4;4;61;490;142;125;823
21/01/2020;RN;4;4;4;68;512;149;134;868
22/01/2020;RN;4;4;4;72;540;158;139;914
23/01/2020;RN;4;4;4;76;564;165;144;954
24/01/2020;RN;4;4;6;78;588;178;150;1001
25/01/2020;RN;4;4;6;83;616;182;155;1043
26/01/2020;RN;4;5;6;87;642;190;159;1085
27/01/2020;RN;5;5;7;92;664;195;165;1124
28/01/2020;RN;5;5;8;94;690;201;176;1170
29/01/2020;RN;5;5;8;97;722;204;186;1218
30/01/2020;RN;5;5;8;102;748;211;193;1263
31/01/2020;RN;5;5;8;104;773;217;202;1305
01/02/2020;RN;5;5;8;105;793;226;209;1342
02/02/2020;RN;5;6;8;109;819;239;215;1391
03/02/2020;RN;6;6;8;111;843;243;221;1427
04/02/2020;RN;6;6;8;113;867;247;228;1464
05/02/2020;RN;6;6;8;116;901;255;239;1520
06/02/2020;RN;6;6;8;118;922;264;251;1564
07/02/2020;RN;6;6;8;122;944;273;262;1610
08/02/2020;RN;6;6;8;124;968;288;275;1664
09/02/2020;RN;6;7;8;126;990;292;284;1701
10/02/2020;RN;7;7;8;129;1010;304;288;1740
11/02/2020;RN;7;7;8;133;1023;314;293;1772
12/02/2020;RN;7;7;9;137;1045;323;303;1818
13/02/2020;RN;7;7;9;140;1063;329;312;1854
14/02/2020;RN;7;7;10;143;1088;344;319;1905
15/02/2020;RN;7;7;10;148;1111;351;330;1951
16/02/2020;RN;7;8;10;151;1137;360;337;1996
17/02/2020;RN;8;8;10;155;1158;368;350;2042
18/02/2020;RN;8;8;10;158;1177;381;358;2085
19/02/2020;RN;8;8;10;161;1196;388;364;2120
20/02/2020;RN;8;8;10;165;1222;398;375;2171
21/02/2020;RN;8;8;10;167;1240;402;385;2205
22/02/2020;RN;8;8;10;170;1262;409;387;2239
23/02/2020;RN;8;9;10;172;1292;414;396;2285
24/02/2020;RN;9;9;10;180;1320;423;404;2338
25/02/2020;RN;9;9;10;184;1341;432;412;2380
26/02/2020;RN;9;9;10;187;1363;439;414;2414
27/02/2020;RN;9;9;10;189;1382;451;421;2454
28/02/2020;RN;9;9;10;190;1407;466;428;2502
29/02/2020;RN;9;9;11;194;1426;482;434;2548
01/03/2020;RN;9;10;11;198;1447;489;443;2589
02/03/2020;RN;9;10;11;203;1476;505;447;2643
03/03/2020;RN;10;10;11;208;1494;520;450;2684
04/03/2020;RN;10;10;11;209;1517;535;459;2732
05/03/2020;RN;10;10;11;216;1538;539;463;2768
06/03/2020;RN;10;10;12;218;1568;546;467;2812
07/03/2020;RN;10;10;13;221;1595;556;479;2865
08/03/2020;RN;10;11;13;225;1612;563;489;2903
09/03/2020;RN;10;11;13;226;1635;575;497;2947
10/03/2020;RN;11;11;14;229;1657;586;507;2994
11/03/2020;RN;11;11;14;233;1681;602;517;3048
12/03/2020;RN;11;11;14;236;1701;613;528;3093
13/03/2020;RN;11;11;15;241;1726;626;533;3142
14/03/2020;RN;11;11;16;242;1747;639;537;3182
15/03/2020;RN;11;12;16;246;1770;649;539;3221
16/03/2020;RN;11;12;16;246;1795;663;547;3270
17/03/2020;RN;12;12;18;248;1822;675;552;3318
18/03/2020;RN;12;12;18;250;1836;681;556;3344
19/03/2020;RN;12;12;19;252;1855;688;562;3379
20/03/2020;RN;12;12;19;257;1877;701;572;3429
21/03/2020;RN;12;12;20;261;1891;706;576;3457
22/03/2020;RN;12;13;20;268;1917;713;587;3508
23/03/2020;RN;12;13;20;273;1947;717;595;3556
24/03/2020;RN;13;13;20;277;1970;730;601;3604
25/03/2020;RN;13;13;20;279;1996;740;613;3656
26/03/2020;RN;13;13;21;281;2018;757;620;3705
27/03/2020;RN;13;13;22;284;2036;767;627;3745
28/03/2020;RN;13;13;23;291;2058;775;630;3787
29/03/2020;RN;13;14;23;294;2080;784;635;3827
30/03/2020;RN;13;14;24;298;2102;795;641;3871
31/03/2020;RN;14;14;25;300;2129;805;646;3917
01/04/2020;RN;14;14;26;303;2155;814;651;3961
02/04/2020;RN;14;14;29;305;2172;827;659;4006
03/04/2020;RN;14;14;30;308;2194;835;668;4049
04/04/2020;RN;14;14;30;313;2226;845;672;4101
05/04/2020;RN;14;15;31;315;2253;852;681;4151
06/04/2020;RN;14;15;32;318;2270;859;686;4184
07/04/2020;RN;15;15;32;318;2290;868;689;4218
08/04/2020;RN;15;15;32;321;2309;879;698;4262
09/04/2020;RN;15;15;32;326;2333;885;704;4305
10/04/2020;RN;15;15;32;329;2354;892;709;4341
11/04/2020;RN;15;15;33;333;2372;901;717;4385
12/04/2020;RN;15;16;33;337;2399;905;724;4429
13/04/2020;RN;15;16;34;341;2430;913;729;4479
14/04/2020;RN;16;16;34;351;2464;916;733;4531
15/04/2020;RN;16;16;34;358;2487;924;736;4573
16/04/2020;RN;16;16;34;365;2508;937;738;4617
17/04/2020;RN;16;16;34;366;2533;941;743;4653
18/04/2020;RN;16;16;36;367;2551;947;753;4691
19/04/2020;RN;16;17;36;374;2576;957;756;4738
20/04/2020;RN;16;17;36;376;2608;963;762;4786
21/04/2020;RN;17;17;36;378;2630;968;764;4819
22/04/2020;RN;17;17;36;383;2652;973;771;4860
23/04/2020;RN;17;17;36;387;2674;980;778;4900
24/04/2020;RN;17;17;37;393;2699;990;784;4950
25/04/2020;RN;17;17;37;396;2720;997;791;4992
26/04/2020;RN;17;18;37;398;2741;1003;797;5027
27/04/2020;RN;17;18;37;405;2767;1009;800;5073
28/04/2020;RN;18;18;38;408;2798;1018;804;5127
29/04/2020;RN;18;18;39;410;2821;1025;809;5167
30/04/2020;RN;18;18;39;413;2849;1029;813;5209
01/05/2020;RN;18;18;39;419;2867;1033;820;5249
02/05/2020;RN;18;18;41;421;2891;1037;827;5291
03/05/2020;RN;18;19;41;426;2915;1041;833;5333
04/05/2020;RN;18;19;41;428;2936;1046;842;5372
05/05/2020;RN;19;19;41;430;2957;1050;851;5413
06/05/2020;RN;19;19;42;435;2984;1055;854;5457
07/05/2020;RN;19;19;42;437;3009;1062;863;5507
08/05/2020;RN;19;19;44;442;3024;1068;873;5549
09/05/2020;RN;19;19;44;447;3043;1069;880;5584
10/05/2020;RN;19;20;44;456;3065;1077;892;5642
11/05/2020;RN;19;20;45;457;3086;1083;898;5686
12/05/2020;RN;20;20;45;462;3115;1087;908;5746
13/05/2020;RN;20;20;45;468;3138;1097;912;5796
14/05/2020;RN;20;20;45;472;3159;1105;921;5848
15/05/2020;RN;20;20;45;475;3187;1109;925;5893
16/05/2020;RN;20;20;45;480;3205;1112;929;5930
17/05/2020;RN;20;21;45;482;3230;1116;934;5977
18/05/2020;RN;20;21;45;486;3252;1120;937;6020
19/05/2020;RN;21;21;45;495;3281;1126;944;6076
20/05/2020;RN;21;21;45;500;3307;1135;952;6134
21/05/2020;RN;21;21;46;503;3332;1141;955;6186
22/05/2020;RN;21;21;46;506;3361;1150;961;6241
23/05/2020;RN;21;21;46;510;3382;1157;971;6300
24/05/2020;RN;21;22;46;516;3411;1163;980;6357
25/05/2020;RN;21;22;46;518;3439;1167;984;6413
26/05/2020;RN;22;22;46;524;3464;1176;990;6471
27/05/2020;RN;22;22;46;532;3495;1180;998;6532
28/05/2020;RN;22;22;46;536;3528;1188;1008;6601
29/05/2020;RN;22;22;46;540;3558;1193;1011;6662
30/05/2020;RN;22;22;46;540;3589;1207;1014;6727
31/05/2020;RN;22;23;46;542;3620;1217;1022;6800
01/06/2020;RN;22;23;46;543;3652;1219;1024;6858
02/06/2020;RN;23;23;46;548;3683;1222;1027;6918
03/06/2020;RN;23;23;46;552;3720;1228;1027;6981
04/06/2020;RN;23;23;46;553;3747;1234;1029;7033
05/06/2020;RN;23;23;46;554;3772;1236;1034;7089
06/06/2020;RN;23;23;46;556;3794;1240;1038;7141
07/06/2020;RN;23;24;46;559;3823;1247;1042;7209
08/06/2020;RN;23;24;46;563;3863;1254;1049;7293
09/06/2020;RN;24;24;47;570;3896;1263;1056;7375
10/06/2020;RN;24;24;47;575;3940;1270;1059;7456
11/06/2020;RN;24;24;47;577;3964;1279;1060;7516
12/06/2020;RN;24;24;47;579;3986;1289;1063;7577
13/06/2020;RN;24;24;49;584;4007;1292;1065;7630
14/06/2020;RN;24;25;50;588;4025;1297;1070;7695
15/06/2020;RN;24;25;50;593;4057;1299;1076;7766
16/06/2020;RN;25;25;50;595;4091;1306;1080;7837
17/06/2020;RN;25;25;50;598;4121;1312;1088;7907
18/06/2020;RN;25;25;50;603;4150;1320;1093;7978
19/06/2020;RN;25;25;51;609;4179;1324;1098;8055
20/06/2020;RN;25;25;51;610;4205;1334;1102;8124
21/06/2020;RN;25;26;51;613;4228;1344;1110;8207
22/06/2020;RN;25;26;51;616;4260;1348;1115;8290
23/06/2020;RN;26;26;51;619;4285;1354;1121;8352
24/06/2020;RN;26;26;51;620;4312;1356;1126;8408
25/06/2020;RN;26;26;51;626;4348;1362;1130;8489
26/06/2020;RN;26;26;51;630;4381;1366;1136;8560
27/06/2020;RN;26;26;52;634;4401;1371;1140;8617
28/06/2020;RN;26;27;52;640;4431;1377;1144;8694
29/06/2020;RN;26;27;53;642;4450;1383;1149;8748
30/06/2020;RN;27;27;53;645;4484;1389;1151;8819
01/07/2020;RN;27;27;53;649;4510;1394;1156;8888
02/07/2020;RN;27;27;53;654;4534;1398;1161;8953
03/07/2020;RN;27;27;53;657;4556;1402;1168;9008
04/07/2020;RN;27;27;53;662;4579;1407;1170;9055
05/07/2020;RN;27;28;53;667;4603;1413;1176;9120
06/07/2020;RN;27;28;53;668;4624;1419;1181;9180
07/07/2020;RN;28;28;53;669;4654;1425;1186;9249
08/07/2020;RN;28;28;53;671;4680;1429;1190;9304
09/07/2020;RN;28;28;53;675;4702;1435;1193;9359
10/07/2020;RN;28;28;54;677;4736;1441;1197;9423
11/07/2020;RN;28;28;54;680;4752;1445;1209;9484
12/07/2020;RN;28;29;54;684;4778;1445;1213;9536
13/07/2020;RN;28;29;54;688;4805;1454;1217;9593
14/07/2020;RN;29;29;54;694;4830;1457;1219;9647
15/07/2020;RN;29;29;54;699;4857;1459;1223;9716
16/07/2020;RN;29;29;54;702;4870;1463;1228;9762
17/07/2020;RN;29;29;55;706;4906;1470;1234;9830
18/07/2020;RN;29;29;55;712;4931;1473;1236;9882
19/07/2020;RN;29;30;55;714;4959;1478;1238;9940
20/07/2020;RN;29;30;55;717;4990;1484;1243;10003
21/07/2020;RN;30;30;55;720;5026;1488;1250;10071
22/07/2020;RN;30;30;56;722;5057;1491;1258;10137
23/07/2020;RN;30;30;56;727;5086;1502;1261;10204
24/07/2020;RN;30;30;56;730;5113;1504;1265;10251
25/07/2020;RN;30;30;56;732;5135;1508;1270;10298
26/07/2020;RN;30;31;57;734;5160;1513;1276;10348
27/07/2020;RN;30;31;57;735;5183;1520;1287;10405
28/07/2020;RN;31;31;57;738;5222;1522;1290;10462
29/07/2020;RN;31;31;57;740;5238;1529;1301;10514
30/07/2020;RN;31;31;57;745;5266;1534;1306;10577
31/07/2020;RN;31;31;57;748;5286;1542;1308;10618
01/08/2020;RN;31;31;57;754;5314;1547;1312;10672
02/08/2020;RN;31;32;57;755;5339;1551;1316;10716
03/08/2020;RN;31;32;59;759;5364;1561;1323;10773
04/08/2020;RN;32;32;59;762;5387;1569;1328;10824
05/08/2020;RN;32;32;59;763;5410;1574;1336;10869
06/08/2020;RN;32;32;59;763;5426;1579;1344;10902
07/08/2020;RN;32;32;59;764;5447;1585;1351;10945
08/08/2020;RN;32;32;59;766;5481;1586;1353;10993
09/08/2020;RN;32;33;59;767;5499;1594;1359;11034
10/08/2020;RN;32;33;60;772;5530;1600;1365;11093
11/08/2020;RN;33;33;61;772;5552;1606;1370;11133
12/08/2020;RN;33;33;61;772;5568;1612;1379;11174
13/08/2020;RN;33;33;61;775;5590;1616;1382;11219
14/08/2020;RN;33;33;61;780;5610;1624;1388;11267
15/08/2020;RN;33;33;62;782;5636;1627;1400;11321
16/08/2020;RN;33;34;62;784;5657;1632;1404;11359
17/08/2020;RN;33;34;62;786;5678;1640;1407;11405
18/08/2020;RN;34;34;62;786;5701;1642;1410;11444
19/08/2020;RN;34;34;64;789;5724;1651;1413;11494
20/08/2020;RN;34;34;64;791;5752;1657;1417;11543
21/08/2020;RN;34;34;65;794;5771;1665;1426;11593
22/08/2020;RN;34;34;65;800;5792;1670;1435;11640
23/08/2020;RN;34;35;65;804;5818;1674;1437;11684
24/08/2020;RN;34;35;66;806;5840;1680;1441;11724
25/08/2020;RN;35;35;66;806;5862;1684;1450;11762
26/08/2020;RN;35;35;66;809;5889;1693;1457;11816
27/08/2020;RN;35;35;66;813;5906;1695;1462;11853
28/08/2020;RN;35;35;66;816;5928;1703;1465;11898
29/08/2020;RN;35;35;66;820;5956;1709;1476;11952
30/08/2020;RN;35;36;66;827;5977;1719;1482;12005
31/08/2020;RN;35;36;67;829;6001;1728;1490;12057
01/09/2020;RN;36;36;67;831;6026;1736;1492;12099
02/09/2020;RN;36;36;69;833;6060;1745;1495;12154
03/09/2020;RN;36;36;69;833;6083;1749;1502;12190
04/09/2020;RN;36;36;71;835;6112;1763;1508;12246
05/09/2020;RN;36;36;71;838;6134;1768;1518;12289
06/09/2020;RN;36;37;72;843;6153;1772;1525;12327
07/09/2020;RN;36;37;72;846;6176;1779;1534;12373
08/09/2020;RN;37;37;73;850;6206;1782;1536;12421
09/09/2020;RN;37;37;73;852;6236;1786;1539;12468
10/09/2020;RN;37;37;73;856;6257;1794;1545;12515
11/09/2020;RN;37;37;73;858;6282;1803;1555;12566
12/09/2020;RN;37;37;73;862;6302;1807;1565;12607
13/09/2020;RN;37;38;74;863;6328;1810;1571;12646
14/09/2020;RN;37;38;74;866;6354;1818;1573;12691
15/09/2020;RN;38;38;74;870;6379;1824;1575;12732
16/09/2020;RN;38;38;74;873;6393;1832;1587;12774
17/09/2020;RN;38;38;74;879;6413;1838;1597;12818
18/09/2020;RN;38;38;74;882;6431;1841;1601;12848
19/09/2020;RN;38;38;74;883;6458;1855;1604;12897
20/09/2020;RN;38;39;74;884;6490;1861;1611;12947
21/09/2020;RN;38;39;74;890;6518;1867;1615;12996
22/09/2020;RN;39;39;74;890;6551;1875;1624;13051
23/09/2020;RN;39;39;75;894;6573;1880;1626;13093
24/09/2020;RN;39;39;75;895;6600;1887;1632;13135
25/09/2020;RN;39;39;76;897;6627;1894;1634;13177
26/09/2020;RN;39;39;76;900;6653;1900;1639;13220
27/09/2020;RN;39;40;77;901;6682;1905;1646;13266
28/09/2020;RN;39;40;77;902;6706;1911;1659;13312
29/09/2020;RN;40;40;77;905;6721;1916;1670;13347
30/09/2020;RN;40;40;77;912;6743;1921;1674;13390
01/10/2020;RN;40;40;77;916;6763;1928;1679;13429
02/10/2020;RN;40;40;77;919;6780;1941;1687;13472
03/10/2020;RN;40;40;77;924;6800;1952;1692;13517
04/10/2020;RN;40;41;77;926;6829;1964;1700;13570
05/10/2020;RN;40;41;77;929;6853;1969;1703;13608
06/10/2020;RN;41;41;77;932;6874;1976;1709;13648
07/10/2020;RN;41;41;77;936;6890;1983;1717;13685
08/10/2020;RN;41;41;77;939;6912;1986;1727;13727
09/10/2020;RN;41;41;77;943;6930;1993;1731;13767
10/10/2020;RN;41;41;77;946;6955;1997;1736;13807
11/10/2020;RN;41;42;77;949;6973;2005;1744;13850
12/10/2020;RN;41;42;77;950;7001;2012;1748;13893
13/10/2020;RN;42;42;77;951;7026;2016;1756;13936
14/10/2020;RN;42;42;77;957;7045;2023;1760;13974
15/10/2020;RN;42;42;77;960;7066;2028;1765;14010
16/10/2020;RN;42;42;77;961;7086;2033;1771;14044
17/10/2020;RN;42;42;78;961;7101;2041;1778;14078
18/10/2020;RN;42;43;78;966;7126;2050;1785;14129
19/10/2020;RN;42;43;78;970;7145;2058;1789;14167
20/10/2020;RN;43;43;79;970;7177;2062;1798;14214
21/10/2020;RN;43;43;79;972;7205;2066;1809;14260
22/10/2020;RN;43;43;80;976;7230;2073;1812;14304
23/10/2020;RN;43;43;80;977;7254;2081;1814;14341
24/10/2020;RN;43;43;80;981;7277;2091;1820;14387
25/10/2020;RN;43;44;80;987;7301;2101;1828;14439
26/10/2020;RN;43;44;80;991;7313;2107;1832;14467
27/10/2020;RN;44;44;80;993;7336;2115;1835;14504
28/10/2020;RN;44;44;80;996;7351;2122;1837;14534
29/10/2020;RN;44;44;80;996;7376;2127;1843;14574
30/10/2020;RN;44;44;81;1001;7398;2135;1846;14616
31/10/2020;RN;44;44;81;1004;7420;2143;1851;14655
01/11/2020;RN;44;45;82;1010;7445;2147;1853;14697
02/11/2020;RN;44;45;82;1016;7464;2154;1859;14741
03/11/2020;RN;45;45;82;1017;7489;2165;1863;14787
04/11/2020;RN;45;45;82;1021;7509;2168;1869;14821
05/11/2020;RN;45;45;82;1024;7534;2176;1877;14866
06/11/2020;RN;45;45;83;1027;7562;2180;1883;14909
07/11/2020;RN;45;45;84;1027;7580;2189;1888;14943
08/11/2020;RN;45;46;85;1031;7610;2196;1896;14995
09/11/2020;RN;45;46;87;1036;7631;2200;1899;15032
10/11/2020;RN;46;46;88;1041;7659;2203;1907;15080
11/11/2020;RN;46;46;88;1043;7681;2206;1917;15121
12/11/2020;RN;46;46;89;1044;7717;2213;1926;15178
13/11/2020;RN;46;46;89;1047;7739;2219;1932;15216
14/11/2020;RN;46;46;89;1049;7771;2225;1939;15266
15/11/2020;RN;46;47;89;1049;7800;2229;1945;15310
16/11/2020;RN;46;47;89;1050;7825;2235;1951;15351
17/11/2020;RN;47;47;89;1051;7845;2242;1958;15391
18/11/2020;RN;47;47;89;1052;7868;2251;1961;15431
19/11/2020;RN;47;47;89;1052;7895;2254;1965;15467
20/11/2020;RN;47;47;89;1052;7923;2256;1977;15511
21/11/2020;RN;47;47;89;1053;7948;2260;1984;15552
22/11/2020;RN;47;48;90;1053;7970;2263;1997;15594
23/11/2020;RN;47;48;90;1053;7989;2268;2005;15627
24/11/2020;RN;48;48;90;1056;8005;2276;2007;15664
25/11/2020;RN;48;48;90;1060;8031;2283;2021;15716
26/11/2020;RN;48;48;90;1063;8049;2289;2028;15753
27/11/2020;RN;48;48;90;1070;8073;2300;2032;15801
28/11/2020;RN;48;48;90;1072;8093;2311;2036;15843
29/11/2020;RN;48;49;90;1074;8115;2317;2039;15882
30/11/2020;RN;48;49;91;1080;8139;2326;2048;15938
01/12/2020;RN;49;49;91;1082;8160;2332;2053;15983
02/12/2020;RN;49;49;92;1082;8187;2344;2059;16034
03/12/2020;RN;49;49;92;1085;8205;2351;2066;16075
04/12/2020;RN;49;49;93;1089;8221;2355;2072;16117
05/12/2020;RN;49;49;93;1092;8243;2361;2076;16158
06/12/2020;RN;49;50;93;1093;8255;2365;2081;16191
07/12/2020;RN;49;50;93;1097;8291;2375;2088;16257
08/12/2020;RN;50;50;93;1100;8308;2384;2092;16297
09/12/2020;RN;50;50;93;1101;8326;2395;2101;16345
10/12/2020;RN;50;50;93;1104;8347;2399;2107;16386
11/12/2020;RN;50;50;93;1109;8364;2401;2113;16422
12/12/2020;RN;50;50;93;1110;8388;2404;2117;16462
13/12/2020;RN;50;51;93;1112;8408;2411;2127;16513
14/12/2020;RN;50;51;94;1113;8426;2418;2130;16551
15/12/2020;RN;51;51;94;1116;8443;2424;2132;16587
16/12/2020;RN;51;51;95;1119;8460;2429;2137;16624
17/12/2020;RN;51;51;95;1122;8482;2435;2141;16669
18/12/2020;RN;51;51;95;1124;8500;2439;2142;16700
19/12/2020;RN;51;51;95;1125;8515;2442;2144;16730
20/12/2020;RN;51;52;96;1129;8530;2446;2147;16765
21/12/2020;RN;51;52;96;1131;8539;2449;2148;16782
22/12/2020;RN;52;52;96;1132;8544;2453;2149;16798
23/12/2020;RN;52;52;96;1132;8551;2454;2151;16810
24/12/2020;RN;52;52;96;1134;8562;2455;2156;16834
25/12/2020;RN;52;52;96;1137;8568;2457;2157;16847
26/12/2020;RN;52;52;96;1139;8574;2457;2158;16857
27/12/2020;RN;52;53;96;1140;8578;2458;2158;16866
28/12/2020;RN;52;53;96;1140;8581;2458;2158;16871
29/12/2020;RN;1;53;96;1140;8582;2459;2158;16874
30/12/2020;RN;1;53;96;1140;8583;2459;2158;16875
31/12/2020;RN;1;53;96;1140;8583;2459;2158;16875
01/01/2020;RO;1;1;0;1;6;2;1;10
02/01/2020;RO;1;1;1;1;14;3;3;22
03/01/2020;RO;1;1;1;3;17;6;4;31
04/01/2020;RO;1;1;1;4;22;7;6;40
05/01/2020;RO;1;2;1;5;31;9;6;52
06/01/2020;RO;2;2;2;6;39;10;8;65
07/01/2020;RO;2;2;2;8;53;13;8;84
08/01/2020;RO;2;2;2;8;61;17;9;97
09/01/2020;RO;2;2;2;9;66;20;10;107
10/01/2020;RO;2;2;2;11;75;22;10;120
11/01/2020;RO;2;2;2;12;83;23;12;132
12/01/2020;RO;2;3;2;12;90;24;14;142
13/01/2020;RO;3;3;2;12;99;25;14;152
14/01/2020;RO;3;3;2;13;107;26;15;164
15/01/2020;RO;3;3;2;14;115;28;17;177
16/01/2020;RO;3;3;2;16;127;29;19;194
17/01/2020;RO;3;3;2;17;135;32;20;207
18/01/2020;RO;3;3;2;18;146;35;22;224
19/01/2020;RO;3;4;2;18;156;42;25;244
20/01/2020;RO;4;4;2;21;165;45;28;262
21/01/2020;RO;4;4;2;21;170;49;29;272
22/01/2020;RO;4;4;2;21;184;51;31;290
23/01/2020;RO;4;4;3;22;191;52;31;300
24/01/2020;RO;4;4;3;24;201;53;35;317
25/01/2020;RO;4;4;3;26;213;57;36;336
26/01/2020;RO;4;5;3;27;216;59;39;345
27/01/2020;RO;5;5;3;27;222;62;40;355
28/01/2020;RO;5;5;3;28;234;62;40;368
29/01/2020;RO;5;5;3;30;243;66;42;385
30/01/2020;RO;5;5;5;31;249;69;43;398
31/01/2020;RO;5;5;5;32;259;71;44;412
01/02/2020;RO;5;5;5;35;275;76;49;441
02/02/2020;RO;5;6;5;36;285;79;52;458
03/02/2020;RO;6;6;6;41;292;81;55;476
04/02/2020;RO;6;6;7;44;306;84;58;500
05/02/2020;RO;6;6;7;47;313;86;63;517
06/02/2020;RO;6;6;7;50;325;91;66;540
07/02/2020;RO;6;6;7;51;332;96;66;553
08/02/2020;RO;6;6;8;54;343;100;69;575
09/02/2020;RO;6;7;8;55;353;101;72;590
10/02/2020;RO;7;7;8;58;365;104;75;611
11/02/2020;RO;7;7;8;62;380;105;78;634
12/02/2020;RO;7;7;8;62;392;106;80;649
13/02/2020;RO;7;7;8;62;398;110;82;661
14/02/2020;RO;7;7;8;65;411;112;86;683
15/02/2020;RO;7;7;8;65;424;114;90;702
16/02/2020;RO;7;8;8;69;441;118;91;728
17/02/2020;RO;8;8;8;72;449;119;99;748
18/02/2020;RO;8;8;8;74;462;123;100;768
19/02/2020;RO;8;8;9;75;472;126;103;786
20/02/2020;RO;8;8;9;75;483;128;104;800
21/02/2020;RO;8;8;9;75;492;130;108;815
22/02/2020;RO;8;8;9;76;501;136;110;833
23/02/2020;RO;8;9;9;78;512;141;114;855
24/02/2020;RO;9;9;9;80;524;143;118;875
25/02/2020;RO;9;9;9;84;537;145;122;898
26/02/2020;RO;9;9;9;84;548;146;126;914
27/02/2020;RO;9;9;9;85;561;148;127;931
28/02/2020;RO;9;9;10;86;568;151;132;948
29/02/2020;RO;9;9;10;90;580;158;137;976
01/03/2020;RO;9;10;10;91;588;165;139;994
02/03/2020;RO;9;10;10;93;600;167;141;1013
03/03/2020;RO;10;10;10;94;614;172;144;1036
04/03/2020;RO;10;10;10;95;622;176;147;1052
05/03/2020;RO;10;10;10;99;630;180;152;1073
06/03/2020;RO;10;10;10;102;648;181;155;1098
07/03/2020;RO;10;10;10;103;659;183;156;1113
